Id,field,harvest_year,harvest_month,age,temperature,Precipitation,Soilwater_L3,dewpoint,Soilwater_L4,windspeed,Soilwater_L1,Soilwater_L2,production
2778,11,2005,6,4,26.848,106.87,0.34394,24.529,0.35258,1.8646,0.34158,0.342,0.15573462261616977
2779,11,2005,7,4,27.091,78.972,0.32503,23.823,0.33576,1.6948,0.32078,0.32119,0.06126779478914854
2780,11,2005,8,4,27.941,96.964,0.28944,23.314,0.30965,2.0252,0.28272,0.28272,0.08737577222669891
2781,11,2005,9,4,28.79,47.915,0.26585,22.541,0.28966,2.4467,0.2437,0.24671,0.03854418479720656
2782,11,2005,10,4,28.3,122.69,0.25997,23.321,0.27443,2.4174,0.26832,0.26336,0.026242277733011018
2783,11,2005,11,4,28.476,60.098,0.26373,23.576,0.26716,2.3375,0.26755,0.26388,0.06003223207091057
2784,11,2005,12,4,26.85,307.85,0.29839,24.272,0.27658,1.6893,0.31668,0.31148,0.10416330915928017
2785,11,2006,1,5,26.595,329.42,0.33994,24.74,0.32083,1.9897,0.34587,0.34462,0.15326349717969381
2786,11,2006,2,5,26.204,305.74,0.34861,24.626,0.34523,2.1281,0.35104,0.35031,0.16180499597099118
2787,11,2006,3,5,26.019,447,0.36103,24.734,0.35914,2.176,0.361,0.36088,0.14928820843405857
2788,11,2006,4,5,25.978,497.64,0.36628,24.882,0.36728,1.5105,0.36575,0.36582,0.09503088906795597
2789,11,2006,5,5,26.171,334.91,0.36155,24.843,0.36493,1.6832,0.36109,0.36121,0.032634971796937966
2790,11,2006,6,5,26.598,96.684,0.34494,24.204,0.35502,1.6346,0.34246,0.34285,0.029948965887724957
2791,11,2006,7,5,27.156,118.13,0.31909,24.049,0.33055,1.8849,0.3193,0.31881,0.04740800429760946
2792,11,2006,8,5,27.636,121.77,0.30636,23.897,0.31578,2.0829,0.30444,0.30413,0.08479720655385443
2793,11,2006,9,5,28.251,130.69,0.28342,23.334,0.30029,2.2166,0.27897,0.27759,0.15312919688423315
2794,11,2006,10,5,29.143,132.21,0.26454,22.787,0.2834,2.4335,0.2477,0.25083,0.19336556540424388
2795,11,2006,11,5,28.427,126.57,0.26039,23.159,0.27174,2.1827,0.26171,0.25841,0.19983883964544724
2796,11,2006,12,5,28.852,218.65,0.25085,22.782,0.26405,2.41,0.24324,0.24136,0.3000537201181843
2797,11,2007,1,6,29.083,158.64,0.24159,23.677,0.25605,2.4876,0.25329,0.246,0.15409615901154985
2798,11,2007,2,6,26.198,510.29,0.29861,24.294,0.26777,2.2544,0.32402,0.31796,0.14378189632017188
2799,11,2007,3,6,26.147,532.37,0.34308,24.591,0.3208,1.9766,0.35022,0.34882,0.1320440504969111
2800,11,2007,4,6,26.553,442.6,0.36034,25.051,0.35755,1.8929,0.36094,0.36079,0.04695138329304325
2801,11,2007,5,6,27.013,333.07,0.3576,25.173,0.35986,1.862,0.35704,0.35714,0.04998656997045395
2802,11,2007,6,6,26.987,96.254,0.34263,24.063,0.35146,1.899,0.33866,0.33936,0.025624496373892025
2803,11,2007,7,6,27.018,97.973,0.32594,24.284,0.33189,1.7553,0.32876,0.32773,0.02312651087832393
2804,11,2007,8,6,27.659,57.015,0.31248,23.804,0.32094,2.0088,0.31036,0.30999,0.06255707762557078
2805,11,2007,9,6,28.445,79.042,0.28239,23.273,0.3037,2.2834,0.273,0.27291,0.08213806070373356
2806,11,2007,10,6,28.267,188.56,0.26346,23.133,0.28505,2.4597,0.26473,0.26094,0.298334676336288
2807,11,2007,11,6,29.365,83.394,0.2469,22.592,0.2717,2.5323,0.23333,0.23101,0.17695406929895244
2808,11,2007,12,6,27.158,309.76,0.26404,23.777,0.26358,1.9742,0.29272,0.28483,0.1850120870265915
2809,11,2008,1,7,26.094,414.77,0.32352,24.035,0.28765,2.026,0.33843,0.33527,0.07536932581251679
2810,11,2008,2,7,25.983,394.85,0.35727,24.393,0.35095,2.0207,0.35868,0.35838,0.0521890948160086
2811,11,2008,3,7,25.654,512.9,0.36392,24.153,0.364,1.6453,0.36349,0.36359,0.03344077356970185
2812,11,2008,4,7,25.948,465.75,0.36439,24.565,0.36731,1.6736,0.36447,0.36457,0.07015847434864357
2813,11,2008,5,7,26.187,302,0.36049,24.637,0.36802,1.7208,0.36043,0.36029,0.05202793446145583
2814,11,2008,6,7,26.362,181.6,0.35212,24.078,0.3581,1.6947,0.3494,0.34981,0.03795326349717971
2815,11,2008,7,7,26.96,69.119,0.31649,23.436,0.33145,1.8285,0.31622,0.3155,0.08772495299489659
2816,11,2008,9,7,28.16,118.34,0.29746,23.652,0.30689,2.2509,0.29726,0.29568,0.2567553048616708
2817,11,2008,10,7,28.803,176.41,0.27428,22.762,0.29188,2.4395,0.26737,0.26711,0.31856030083266185
2818,11,2008,11,7,29.429,82.761,0.24514,22.365,0.27514,2.4118,0.2335,0.23134,0.37031963470319645
2819,11,2008,12,7,27.397,195.29,0.30249,23.957,0.28295,1.9059,0.31581,0.31124,0.17101799623959177
2820,11,2009,1,8,26.739,292.23,0.32504,24.073,0.31106,2.0401,0.3312,0.32955,0.09280150416330916
2821,11,2009,2,8,26.046,424.26,0.35296,24.323,0.3443,1.9628,0.35603,0.35539,0.05092667203867849
2822,11,2009,3,8,26.098,566.88,0.36171,24.605,0.36437,1.8023,0.36148,0.36147,0.06075745366639808
2823,11,2009,4,8,26.163,452.87,0.35328,24.312,0.35701,1.6698,0.35356,0.35319,0.04743486435670159
2824,11,2009,5,8,25.988,533.67,0.36485,24.468,0.36558,1.5193,0.36463,0.36457,0.046897663174858994
2825,11,2009,6,8,26.227,320.18,0.35533,24.388,0.36351,1.8308,0.35512,0.35533,0.03717432178350792
2826,11,2009,7,8,26.856,86.371,0.32925,23.833,0.34177,2.0467,0.32642,0.32684,0.05089981197958637
2827,11,2009,8,8,28.183,66.301,0.29024,22.872,0.31346,2.1847,0.27818,0.27934,0.09844211657265649
2828,11,2009,9,8,29.308,65.452,0.26457,21.729,0.28946,2.5489,0.2326,0.23947,0.11023368251410154
2829,11,2009,10,8,30.126,75.568,0.24629,21.069,0.27083,2.5929,0.21379,0.21973,0.24297609454740804
2830,11,2009,11,8,30.316,46.384,0.24095,21.126,0.25753,2.7968,0.20721,0.21474,0.26365834004834815
2831,11,2009,12,8,28.493,281.17,0.23365,23.076,0.24841,2.4824,0.25777,0.24853,0.08205748052645717
2832,11,2010,1,9,27.017,300.54,0.28991,23.977,0.25411,2.1748,0.31224,0.30708,0.09599785119527265
2833,11,2010,2,9,27.484,334.87,0.3348,24.692,0.30502,2.5474,0.3424,0.34057,0.052753156056943334
2834,11,2010,3,9,27.87,269.91,0.33091,24.749,0.32778,2.1424,0.33339,0.33238,0.08560300832661832
2835,11,2010,4,9,26.886,447.93,0.36498,25.393,0.36409,1.8086,0.36484,0.36473,0.132232070910556
2836,11,2010,5,9,27.469,286.03,0.35377,25.452,0.35774,1.7407,0.35453,0.35422,0.12049422508729522
2837,11,2010,6,9,27.253,93.267,0.33836,24.352,0.35793,1.7718,0.33685,0.33685,0.20676873489121683
2838,11,2010,7,9,27.302,159.21,0.34203,24.372,0.34591,1.8109,0.3407,0.34063,0.15068493150684936
2839,11,2010,8,9,28.005,121.33,0.30097,23.394,0.32519,1.9233,0.29158,0.2921,0.2449637389202257
2840,11,2010,9,9,28.698,85.571,0.27039,22.975,0.29756,2.1995,0.25806,0.259,0.3440773569701854
2841,11,2010,10,9,29.505,121.12,0.24421,22.377,0.27608,2.3683,0.22691,0.22705,0.36634434595756116
2842,11,2010,11,9,28.674,104.81,0.25206,23.104,0.26328,2.2016,0.26646,0.26182,0.313000268600591
2843,11,2010,12,9,27.234,240.77,0.2847,23.781,0.26574,2.0187,0.3016,0.2969,0.1808756379264035
2844,11,2011,1,11,25.775,439.39,0.33051,23.954,0.29845,1.9864,0.3433,0.34052,0.11028740263228579
2845,11,2011,2,11,25.852,553.04,0.35662,24.05,0.35459,1.9486,0.35676,0.35655,0.06301369863013699
2846,11,2011,3,11,25.978,535.27,0.35747,24.304,0.35955,1.8727,0.3579,0.35777,0.06403438087563794
2847,11,2011,4,11,25.965,405.15,0.36638,24.528,0.36694,1.7745,0.36572,0.36572,0.07370400214880474
2848,11,2011,5,11,26.616,328.63,0.35917,24.9,0.36356,1.7665,0.35877,0.35871,0.06398066075745368
2849,11,2011,6,11,27.035,97.442,0.32818,24.076,0.34274,1.9929,0.32748,0.32718,0.10913242009132423
2850,11,2011,7,11,26.867,152.56,0.32301,23.523,0.32665,1.8927,0.32176,0.32159,0.26744560838033843
2851,11,2011,8,11,27.929,189.17,0.29375,23.286,0.31116,2.0728,0.28785,0.28758,0.203303787268332
2852,11,2011,9,11,29.255,99.563,0.26691,22.501,0.29081,2.2889,0.24997,0.25185,0.1364759602471126
2853,11,2011,10,11,29.64,228.39,0.24007,21.883,0.27185,2.3207,0.22267,0.22381,0.6412839108246039
2854,11,2011,11,11,29.149,166.04,0.24342,22.168,0.25981,2.3215,0.24334,0.2408,0.3059360730593608
2855,11,2011,12,11,29.923,141.4,0.233,21.477,0.25054,2.65,0.21709,0.21787,0.3036798280956219
2856,12,2004,10,3,27.602,224.55,0.29996,23.498,0.31129,2.3076,0.29262,0.29302,0.05639517788885622
2857,12,2004,11,3,27.544,11.102,0.28812,23.601,0.29783,2.3453,0.28886,0.28758,0.07094972067039106
2858,12,2004,12,3,27.309,123.89,0.28844,23.807,0.2912,2.0102,0.2927,0.29019,0.11755366068803293
2859,12,2005,1,4,27.286,202.51,0.29215,24.269,0.28793,2.0396,0.30134,0.29818,0.1430755660099971
2860,12,2005,2,4,26.578,411.42,0.3218,24.765,0.30038,2.0914,0.33256,0.32987,0.13390179359012055
2861,12,2005,3,4,26.355,379.05,0.34371,24.69,0.33409,1.8963,0.34691,0.34601,0.13648926786239343
2862,12,2005,4,4,26.643,410.87,0.3469,24.8,0.348,1.8473,0.3463,0.34616,0.04678035871802411
2863,12,2005,5,4,26.397,322.65,0.35128,24.952,0.35101,1.7458,0.35231,0.35219,0.04242869744192885
2864,12,2005,6,4,26.848,106.87,0.34394,24.529,0.35258,1.8646,0.34158,0.342,0.1154072331667157
2865,12,2005,7,4,27.091,78.972,0.32503,23.823,0.33576,1.6948,0.32078,0.32119,0.05783593060864453
2866,12,2005,8,4,27.941,96.964,0.28944,23.314,0.30965,2.0252,0.28272,0.28272,0.0805351367244928
2867,12,2005,9,4,28.79,47.915,0.26585,22.541,0.28966,2.4467,0.2437,0.24671,0.048691561305498385
2868,12,2005,10,4,28.3,122.69,0.25997,23.321,0.27443,2.4174,0.26832,0.26336,0.04286974419288445
2869,12,2005,11,4,28.476,60.098,0.26373,23.576,0.26716,2.3375,0.26755,0.26388,0.06709791237871214
2870,12,2005,12,4,26.85,307.85,0.29839,24.272,0.27658,1.6893,0.31668,0.31148,0.16036459864745667
2871,12,2006,1,5,26.595,329.42,0.33994,24.74,0.32083,1.9897,0.34587,0.34462,0.193149073801823
2872,12,2006,2,5,26.204,305.74,0.34861,24.626,0.34523,2.1281,0.35104,0.35031,0.1220523375477801
2873,12,2006,3,5,26.019,447,0.36103,24.734,0.35914,2.176,0.361,0.36088,0.136930314613349
2874,12,2006,4,5,25.978,497.64,0.36628,24.882,0.36728,1.5105,0.36575,0.36582,0.07730079388415173
2875,12,2006,5,5,26.171,334.91,0.36155,24.843,0.36493,1.6832,0.36109,0.36121,0.04463393119670686
2876,12,2006,6,5,26.598,96.684,0.34494,24.204,0.35502,1.6346,0.34246,0.34285,0.04095854160541018
2877,12,2006,7,5,27.156,118.13,0.31909,24.049,0.33055,1.8849,0.3193,0.31881,0.04866215818876801
2878,12,2006,8,5,27.636,121.77,0.30636,23.897,0.31578,2.0829,0.30444,0.30413,0.055336665686562786
2879,12,2006,9,5,28.251,130.69,0.28342,23.334,0.30029,2.2166,0.27897,0.27759,0.16501029109085563
2880,12,2006,10,5,29.143,132.21,0.26454,22.787,0.2834,2.4335,0.2477,0.25083,0.2182495344507498
2881,12,2006,11,5,28.427,126.57,0.26039,23.159,0.27174,2.1827,0.26171,0.25841,0.28915024992649224
2882,12,2006,12,5,28.852,218.65,0.25085,22.782,0.26405,2.41,0.24324,0.24136,0.27512496324610414
2883,12,2007,1,6,29.083,158.64,0.24159,23.677,0.25605,2.4876,0.25329,0.246,0.17844751543663628
2884,12,2007,2,6,26.198,510.29,0.29861,24.294,0.26777,2.2544,0.32402,0.31796,0.14522199353131435
2885,12,2007,3,6,26.147,532.37,0.34308,24.591,0.3208,1.9766,0.35022,0.34882,0.10793884151720085
2886,12,2007,4,6,26.553,442.6,0.36034,25.051,0.35755,1.8929,0.36094,0.36079,0.059159070861511336
2887,12,2007,5,6,27.013,333.07,0.3576,25.173,0.35986,1.862,0.35704,0.35714,0.03948838576889151
2888,12,2007,6,6,26.987,96.254,0.34263,24.063,0.35146,1.899,0.33866,0.33936,0.01434872096442223
2889,12,2007,7,6,27.018,97.973,0.32594,24.284,0.33189,1.7553,0.32876,0.32773,0.0344016465745369
2890,12,2007,8,6,27.659,57.015,0.31248,23.804,0.32094,2.0088,0.31036,0.30999,0.09273743016759776
2891,12,2007,9,6,28.445,79.042,0.28239,23.273,0.3037,2.2834,0.273,0.27291,0.10690973243163776
2892,12,2007,10,6,28.267,188.56,0.26346,23.133,0.28505,2.4597,0.26473,0.26094,0.3384886798000589
2893,12,2007,11,6,29.365,83.394,0.2469,22.592,0.2717,2.5323,0.23333,0.23101,0.16648044692737432
2894,12,2007,12,6,27.158,309.76,0.26404,23.777,0.26358,1.9742,0.29272,0.28483,0.10102910908556309
2895,12,2008,1,7,26.094,414.77,0.32352,24.035,0.28765,2.026,0.33843,0.33527,0.09426639223757721
2896,12,2008,2,7,25.983,394.85,0.35727,24.393,0.35095,2.0207,0.35868,0.35838,0.034019406057042054
2897,12,2008,3,7,25.654,512.9,0.36392,24.153,0.364,1.6453,0.36349,0.36359,0.03290208762128786
2898,12,2008,4,7,25.948,465.75,0.36439,24.565,0.36731,1.6736,0.36447,0.36457,0.026668626874448695
2899,12,2008,5,7,26.187,302,0.36049,24.637,0.36802,1.7208,0.36043,0.36029,0.0366362834460453
2900,12,2008,6,7,26.362,181.6,0.35212,24.078,0.3581,1.6947,0.3494,0.34981,0.046074683916495156
2901,12,2008,7,7,26.96,69.119,0.31649,23.436,0.33145,1.8285,0.31622,0.3155,0.11196706850926202
2902,12,2008,9,7,28.16,118.34,0.29746,23.652,0.30689,2.2509,0.29726,0.29568,0.2531902381652455
2903,12,2008,10,7,28.803,176.41,0.27428,22.762,0.29188,2.4395,0.26737,0.26711,0.3666568656277567
2904,12,2008,11,7,29.429,82.761,0.24514,22.365,0.27514,2.4118,0.2335,0.23134,0.2542781534842693
2905,12,2008,12,7,27.397,195.29,0.30249,23.957,0.28295,1.9059,0.31581,0.31124,0.2062040576301088
2906,12,2009,1,8,26.739,292.23,0.32504,24.073,0.31106,2.0401,0.3312,0.32955,0.08809173772419877
2907,12,2009,2,8,26.046,424.26,0.35296,24.323,0.3443,1.9628,0.35603,0.35539,0.05145545427815349
2908,12,2009,3,8,26.098,566.88,0.36171,24.605,0.36437,1.8023,0.36148,0.36147,0.0655983534254631
2909,12,2009,4,8,26.163,452.87,0.35328,24.312,0.35701,1.6698,0.35356,0.35319,0.03990002940311674
2910,12,2009,5,8,25.988,533.67,0.36485,24.468,0.36558,1.5193,0.36463,0.36457,0.03546015877683035
2911,12,2009,6,8,26.227,320.18,0.35533,24.388,0.36351,1.8308,0.35512,0.35533,0.06977359600117614
2912,12,2009,7,8,26.856,86.371,0.32925,23.833,0.34177,2.0467,0.32642,0.32684,0.08832696265804175
2913,12,2009,8,8,28.183,66.301,0.29024,22.872,0.31346,2.1847,0.27818,0.27934,0.11399588356365775
2914,12,2009,9,8,29.308,65.452,0.26457,21.729,0.28946,2.5489,0.2326,0.23947,0.21975889444281094
2915,12,2009,10,8,30.126,75.568,0.24629,21.069,0.27083,2.5929,0.21379,0.21973,0.25812996177594827
2916,12,2009,11,8,30.316,46.384,0.24095,21.126,0.25753,2.7968,0.20721,0.21474,0.5229050279329609
2917,12,2009,12,8,28.493,281.17,0.23365,23.076,0.24841,2.4824,0.25777,0.24853,0.09256101146721551
2918,12,2010,1,9,27.017,300.54,0.28991,23.977,0.25411,2.1748,0.31224,0.30708,0.1036459864745663
2919,12,2010,2,9,27.484,334.87,0.3348,24.692,0.30502,2.5474,0.3424,0.34057,0.04392825639517789
2920,12,2010,3,9,27.87,269.91,0.33091,24.749,0.32778,2.1424,0.33339,0.33238,0.07827109673625406
2921,12,2010,4,9,26.886,447.93,0.36498,25.393,0.36409,1.8086,0.36484,0.36473,0.14636871508379892
2922,12,2010,5,9,27.469,286.03,0.35377,25.452,0.35774,1.7407,0.35453,0.35422,0.18276977359600122
2923,12,2010,6,9,27.253,93.267,0.33836,24.352,0.35793,1.7718,0.33685,0.33685,0.21499558953249048
2924,12,2010,7,9,27.302,159.21,0.34203,24.372,0.34591,1.8109,0.3407,0.34063,0.14222287562481625
2925,12,2010,8,9,28.005,121.33,0.30097,23.394,0.32519,1.9233,0.29158,0.2921,0.2801822993237284
2926,12,2010,9,9,28.698,85.571,0.27039,22.975,0.29756,2.1995,0.25806,0.259,0.33910614525139665
2927,12,2010,10,9,29.505,121.12,0.24421,22.377,0.27608,2.3683,0.22691,0.22705,0.4391061452513967
2928,12,2010,11,9,28.674,104.81,0.25206,23.104,0.26328,2.2016,0.26646,0.26182,0.34789767715377834
2929,12,2010,12,9,27.234,240.77,0.2847,23.781,0.26574,2.0187,0.3016,0.2969,0.16727433107909442
2930,12,2011,1,11,25.775,439.39,0.33051,23.954,0.29845,1.9864,0.3433,0.34052,0.11346662746251104
2931,12,2011,2,11,25.852,553.04,0.35662,24.05,0.35459,1.9486,0.35676,0.35655,0.057600705674801536
2932,12,2011,3,11,25.978,535.27,0.35747,24.304,0.35955,1.8727,0.3579,0.35777,0.053043222581593656
2933,12,2011,4,11,25.965,405.15,0.36638,24.528,0.36694,1.7745,0.36572,0.36572,0.05019112025874744
2934,12,2011,5,11,26.616,328.63,0.35917,24.9,0.36356,1.7665,0.35877,0.35871,0.07888856218759188
2935,12,2011,6,11,27.035,97.442,0.32818,24.076,0.34274,1.9929,0.32748,0.32718,0.12146427521317259
2936,12,2011,7,11,26.867,152.56,0.32301,23.523,0.32665,1.8927,0.32176,0.32159,0.26665686562775653
2937,12,2011,8,11,27.929,189.17,0.29375,23.286,0.31116,2.0728,0.28785,0.28758,0.1969420758600412
2938,12,2011,9,11,29.255,99.563,0.26691,22.501,0.29081,2.2889,0.24997,0.25185,0.18850338135842404
2939,12,2011,10,11,29.64,228.39,0.24007,21.883,0.27185,2.3207,0.22267,0.22381,0.691414289914731
2940,12,2011,11,11,29.149,166.04,0.24342,22.168,0.25981,2.3215,0.24334,0.2408,0.218259335489562
2941,12,2011,12,11,29.923,141.4,0.233,21.477,0.25054,2.65,0.21709,0.21787,0.34139958835636586
2942,13,2004,10,3,27.602,224.55,0.29996,23.498,0.31129,2.3076,0.29262,0.29302,0.050102910908556314
2943,13,2004,11,3,27.544,11.102,0.28812,23.601,0.29783,2.3453,0.28886,0.28758,0.06401058512202294
2944,13,2004,12,3,27.309,123.89,0.28844,23.807,0.2912,2.0102,0.2927,0.29019,0.1831226109967657
2945,13,2005,1,4,27.286,202.51,0.29215,24.269,0.28793,2.0396,0.30134,0.29818,0.08773890032343429
2946,13,2005,2,4,26.578,411.42,0.3218,24.765,0.30038,2.0914,0.33256,0.32987,0.11723022640399886
2947,13,2005,3,4,26.355,379.05,0.34371,24.69,0.33409,1.8963,0.34691,0.34601,0.15862981476036464
2948,13,2005,4,4,26.643,410.87,0.3469,24.8,0.348,1.8473,0.3463,0.34616,0.06718612172890327
2949,13,2005,5,4,26.397,322.65,0.35128,24.952,0.35101,1.7458,0.35231,0.35219,0.04572184651573067
2950,13,2005,6,4,26.848,106.87,0.34394,24.529,0.35258,1.8646,0.34158,0.342,0.10173478388709206
2951,13,2005,7,4,27.091,78.972,0.32503,23.823,0.33576,1.6948,0.32078,0.32119,0.057483093207880046
2952,13,2005,8,4,27.941,96.964,0.28944,23.314,0.30965,2.0252,0.28272,0.28272,0.06983240223463688
2953,13,2005,9,4,28.79,47.915,0.26585,22.541,0.28966,2.4467,0.2437,0.24671,0.04057630108791532
2954,13,2005,10,4,28.3,122.69,0.25997,23.321,0.27443,2.4174,0.26832,0.26336,0.026051161423110855
2955,13,2005,11,4,28.476,60.098,0.26373,23.576,0.26716,2.3375,0.26755,0.26388,0.06777418406351074
2956,13,2005,12,4,26.85,307.85,0.29839,24.272,0.27658,1.6893,0.31668,0.31148,0.12775654219347252
2957,13,2006,1,5,26.595,329.42,0.33994,24.74,0.32083,1.9897,0.34587,0.34462,0.12202293443104971
2958,13,2006,2,5,26.204,305.74,0.34861,24.626,0.34523,2.1281,0.35104,0.35031,0.15771831814172305
2959,13,2006,3,5,26.019,447,0.36103,24.734,0.35914,2.176,0.361,0.36088,0.10914436930314614
2960,13,2006,4,5,25.978,497.64,0.36628,24.882,0.36728,1.5105,0.36575,0.36582,0.09644222287562482
2961,13,2006,5,5,26.171,334.91,0.36155,24.843,0.36493,1.6832,0.36109,0.36121,0.033607762422816816
2962,13,2006,6,5,26.598,96.684,0.34494,24.204,0.35502,1.6346,0.34246,0.34285,0.02384592766833284
2963,13,2006,7,5,27.156,118.13,0.31909,24.049,0.33055,1.8849,0.3193,0.31881,0.04398706262863864
2964,13,2006,8,5,27.636,121.77,0.30636,23.897,0.31578,2.0829,0.30444,0.30413,0.05604234048809174
2965,13,2006,9,5,28.251,130.69,0.28342,23.334,0.30029,2.2166,0.27897,0.27759,0.14695677741840638
2966,13,2006,10,5,29.143,132.21,0.26454,22.787,0.2834,2.4335,0.2477,0.25083,0.21483877291002648
2967,13,2006,11,5,28.427,126.57,0.26039,23.159,0.27174,2.1827,0.26171,0.25841,0.3355483681270215
2968,13,2006,12,5,28.852,218.65,0.25085,22.782,0.26405,2.41,0.24324,0.24136,0.28847397824169363
2969,13,2007,1,6,29.083,158.64,0.24159,23.677,0.25605,2.4876,0.25329,0.246,0.170391061452514
2970,13,2007,2,6,26.198,510.29,0.29861,24.294,0.26777,2.2544,0.32402,0.31796,0.13225521905321966
2971,13,2007,3,6,26.147,532.37,0.34308,24.591,0.3208,1.9766,0.35022,0.34882,0.052690385180829184
2972,13,2007,4,6,26.553,442.6,0.36034,25.051,0.35755,1.8929,0.36094,0.36079,0.04572184651573067
2973,13,2007,5,6,27.013,333.07,0.3576,25.173,0.35986,1.862,0.35704,0.35714,0.03272566892090562
2974,13,2007,6,6,26.987,96.254,0.34263,24.063,0.35146,1.899,0.33866,0.33936,0.014554542781534847
2975,13,2007,7,6,27.018,97.973,0.32594,24.284,0.33189,1.7553,0.32876,0.32773,0.03316671567186122
2976,13,2007,8,6,27.659,57.015,0.31248,23.804,0.32094,2.0088,0.31036,0.30999,0.07453690091149663
2977,13,2007,9,6,28.445,79.042,0.28239,23.273,0.3037,2.2834,0.273,0.27291,0.20061746545133788
2978,13,2007,10,6,28.267,188.56,0.26346,23.133,0.28505,2.4597,0.26473,0.26094,0.17685974713319613
2979,13,2007,11,6,29.365,83.394,0.2469,22.592,0.2717,2.5323,0.23333,0.23101,0.16483387239047342
2980,13,2007,12,6,27.158,309.76,0.26404,23.777,0.26358,1.9742,0.29272,0.28483,0.06918553366656867
2981,13,2008,1,7,26.094,414.77,0.32352,24.035,0.28765,2.026,0.33843,0.33527,0.08641576007056749
2982,13,2008,2,7,25.983,394.85,0.35727,24.393,0.35095,2.0207,0.35868,0.35838,0.03410761540723317
2983,13,2008,3,7,25.654,512.9,0.36392,24.153,0.364,1.6453,0.36349,0.36359,0.033460746839164966
2984,13,2008,4,7,25.948,465.75,0.36439,24.565,0.36731,1.6736,0.36447,0.36457,0.08568068215230816
2985,13,2008,5,7,26.187,302,0.36049,24.637,0.36802,1.7208,0.36043,0.36029,0.05016171714201705
2986,13,2008,6,7,26.362,181.6,0.35212,24.078,0.3581,1.6947,0.3494,0.34981,0.053102028815054395
2987,13,2008,7,7,26.96,69.119,0.31649,23.436,0.33145,1.8285,0.31622,0.3155,0.06950896795060278
2988,13,2008,9,7,28.16,118.34,0.29746,23.652,0.30689,2.2509,0.29726,0.29568,0.3267862393413702
2989,13,2008,10,7,28.803,176.41,0.27428,22.762,0.29188,2.4395,0.26737,0.26711,0.3275213172596296
2990,13,2008,11,7,29.429,82.761,0.24514,22.365,0.27514,2.4118,0.2335,0.23134,0.26139370773301973
2991,13,2008,12,7,27.397,195.29,0.30249,23.957,0.28295,1.9059,0.31581,0.31124,0.20346956777418407
2992,13,2009,1,8,26.739,292.23,0.32504,24.073,0.31106,2.0401,0.3312,0.32955,0.0812114084092914
2993,13,2009,2,8,26.046,424.26,0.35296,24.323,0.3443,1.9628,0.35603,0.35539,0.05827697735960013
2994,13,2009,3,8,26.098,566.88,0.36171,24.605,0.36437,1.8023,0.36148,0.36147,0.048691561305498385
2995,13,2009,4,8,26.163,452.87,0.35328,24.312,0.35701,1.6698,0.35356,0.35319,0.04983828285798295
2996,13,2009,5,8,25.988,533.67,0.36485,24.468,0.36558,1.5193,0.36463,0.36457,0.03316671567186122
2997,13,2009,6,8,26.227,320.18,0.35533,24.388,0.36351,1.8308,0.35512,0.35533,0.055865921787709494
2998,13,2009,7,8,26.856,86.371,0.32925,23.833,0.34177,2.0467,0.32642,0.32684,0.08473978241693621
2999,13,2009,8,8,28.183,66.301,0.29024,22.872,0.31346,2.1847,0.27818,0.27934,0.1295795354307557
3000,13,2009,9,8,29.308,65.452,0.26457,21.729,0.28946,2.5489,0.2326,0.23947,0.1840047044986769
3001,13,2009,10,8,30.126,75.568,0.24629,21.069,0.27083,2.5929,0.21379,0.21973,0.3120552778594532
3002,13,2009,11,8,30.316,46.384,0.24095,21.126,0.25753,2.7968,0.20721,0.21474,0.11599529550132318
3003,13,2009,12,8,28.493,281.17,0.23365,23.076,0.24841,2.4824,0.25777,0.24853,0.09417818288738608
3004,13,2010,1,9,27.017,300.54,0.28991,23.977,0.25411,2.1748,0.31224,0.30708,0.11346662746251104
3005,13,2010,2,9,27.484,334.87,0.3348,24.692,0.30502,2.5474,0.3424,0.34057,0.058335783593060866
3006,13,2010,3,9,27.87,269.91,0.33091,24.749,0.32778,2.1424,0.33339,0.33238,0.1585710085269039
3007,13,2010,4,9,26.886,447.93,0.36498,25.393,0.36409,1.8086,0.36484,0.36473,0.19432519847103796
3008,13,2010,5,9,27.469,286.03,0.35377,25.452,0.35774,1.7407,0.35453,0.35422,0.1720376359894149
3009,13,2010,6,9,27.253,93.267,0.33836,24.352,0.35793,1.7718,0.33685,0.33685,0.23140252866803884
3010,13,2010,7,9,27.302,159.21,0.34203,24.372,0.34591,1.8109,0.3407,0.34063,0.17541899441340783
3011,13,2010,8,9,28.005,121.33,0.30097,23.394,0.32519,1.9233,0.29158,0.2921,0.3610114672155249
3012,13,2010,9,9,28.698,85.571,0.27039,22.975,0.29756,2.1995,0.25806,0.259,0.3839753013819465
3013,13,2010,10,9,29.505,121.12,0.24421,22.377,0.27608,2.3683,0.22691,0.22705,0.3760658629814761
3014,13,2010,11,9,28.674,104.81,0.25206,23.104,0.26328,2.2016,0.26646,0.26182,0.18432813878271098
3015,13,2010,12,9,27.234,240.77,0.2847,23.781,0.26574,2.0187,0.3016,0.2969,0.2533666568656278
3016,13,2011,1,11,25.775,439.39,0.33051,23.954,0.29845,1.9864,0.3433,0.34052,0.11896501029109086
3017,13,2011,2,11,25.852,553.04,0.35662,24.05,0.35459,1.9486,0.35676,0.35655,0.04410467509556013
3018,13,2011,3,11,25.978,535.27,0.35747,24.304,0.35955,1.8727,0.3579,0.35777,0.1003234342840341
